0, -1.818
20, -3.602
40, -5.351
60, -7.051
80, -8.727
100,-10.372
120,-11.985
140,-13.553
160,-15.098
180,-16.615
200,-18.105
220,-19.561
240,-20.992
260,-22.395
280,-23.764
300,-25.097
320,-26.419
340,-27.715
360,-28.981
380,-30.221
400,-31.439
420,-32.631
440,-33.800
460,-34.943
480,-36.063
500,-37.159
520,-38.235
540,-39.288
560,-40.313
580,-41.317
600,-42.310
620,-43.283
640,-44.236
660,-45.174
680,-46.090
700,-46.987
720,-47.868
740,-48.734
760,-49.578
780,-50.399
800,-51.208
820,-51.999
840,-52.765
860,-53.520
880,-54.266
900,-54.997
920,-55.719
940,-56.426
960,-57.119
980,-57.790
1000,-58.437
1020,-59.089
1040,-59.716
1060,-60.341
1080,-60.955
1100,-61.551
1120,-62.138
1140,-62.704
1160,-63.262
1180,-63.810
1200,-64.336
1220,-64.843
1240,-65.348
1260,-65.845
1280,-66.345
1300,-66.827
1320,-67.299
1340,-67.767
1360,-68.226
1380,-68.684
1400,-69.126
1420,-69.558
1440,-69.987
1460,-70.405
1480,-70.810
1500,-71.205
1520,-71.595
1540,-71.977
1560,-72.343
1580,-72.702
1600,-73.055
1620,-73.394
1640,-73.733
1660,-74.049
1680,-74.373
1700,-74.683
1720,-74.995
1740,-75.304
1760,-75.613
1780,-75.920
1800,-76.220
1820,-76.514
1840,-76.798
1860,-77.083
1880,-77.359
1900,-77.629
1920,-77.896
1940,-78.158
1960,-78.411
1980,-78.649
2000,-78.879
2020,-79.103
2040,-79.332
2060,-79.556
2080,-79.786
2100,-80.032
2120,-80.276
2140,-80.508
2160,-80.735
2180,-80.944
2200,-81.122
2220,-81.297
2240,-81.475
2260,-81.638
2280,-81.810
2300,-81.991
2320,-82.184
2340,-82.377
2360,-82.561
2380,-82.801
2400,-83.046
2420,-83.240
2440,-83.367
2460,-83.462
2480,-83.482
2500,-83.462
2520,-83.480
2540,-83.564
2560,-83.708
2580,-83.876
2600,-84.096
2620,-84.327
2640,-84.519
2660,-84.650
2680,-84.743
2700,-84.791
2720,-84.839
2740,-84.921
2760,-85.001
2780,-85.084
2800,-85.166
2820,-85.251
2840,-85.338
2860,-85.439
2880,-85.558
2900,-85.637
2920,-85.682
2940,-85.730
2960,-85.781
2980,-85.827
3000,-85.865
3020,-85.921
3040,-85.994
3060,-86.066
3080,-86.125
3100,-86.188
3120,-86.254
3140,-86.304
3160,-86.348
3180,-86.391
3200,-86.438
3220,-86.476
3240,-86.443
3260,-86.323
3280,-86.111
3300,-85.875
3320,-85.603
3340,-85.344
3360,-85.101
3380,-84.850
3400,-84.584
3420,-84.333
3440,-84.051
3460,-83.687
3480,-83.265
3500,-82.740
3520,-82.086
3540,-81.323
3560,-80.360
3580,-79.117
3600,-77.636
3620,-75.927
3640,-74.166
3660,-72.437
3680,-70.672
3700,-68.883
3720,-67.020
3740,-65.092
3760,-63.094
3780,-61.133
3800,-59.376
3820,-57.800
3840,-56.486
3860,-55.302
3880,-54.261
3900,-53.320
3920,-52.690
3940,-52.328
3960,-52.289
3980,-52.476
4000,-53.012
4020,-53.606
4040,-54.481
4060,-55.579
4080,-56.662
4100,-57.707
4120,-58.648
4140,-59.513
4160,-60.199
4180,-60.682
4200,-61.054
4220,-61.383
4240,-61.687
4260,-62.047
4280,-62.515
4300,-63.093
4320,-63.742
4340,-64.409
4360,-65.059
4380,-65.690
4400,-66.257
4420,-66.745
4440,-67.129
4460,-67.499
4480,-67.867
4500,-68.247
4520,-68.635
4540,-69.042
4560,-69.505
4580,-69.973
4600,-70.424
4620,-70.863
4640,-71.281
4660,-71.693
4680,-72.066
4700,-72.403
4720,-72.738
4740,-73.080
4760,-73.447
4780,-73.799
4800,-74.141
4820,-74.503
4840,-74.888
4860,-75.259
4880,-75.598
4900,-75.917
4920,-76.201
4940,-76.466
4960,-76.726
4980,-76.987
5000,-77.257
5020,-77.526
5040,-77.788
5060,-78.055
5080,-78.319
5100,-78.575
5120,-78.822
5140,-79.073
5160,-79.309
5180,-79.544
5200,-79.775
5220,-79.997
5240,-80.215
5260,-80.446
5280,-80.661
5300,-80.887
5320,-81.122
5340,-81.352
5360,-81.593
5380,-81.853
5400,-82.131
5420,-82.435
5440,-82.740
5460,-83.065
5480,-83.394
5500,-83.753
5520,-84.186
5540,-84.798
5560,-85.457
5580,-86.282
5600,-87.336
5620,-88.583
5640,-89.981
5660,-91.472
5680,-93.021
5700,-94.702
5720,-96.394
5740,-98.165
5760,-99.880
5780,-101.725
5800,-103.567
5820,-105.605
5840,-107.691
5860,-109.630
5880,-111.340
5900,-112.859
5920,-114.252
5940,-115.468
5960,-116.585
5980,-117.190
6000,-117.415
6020,-117.074
6040,-116.669
6060,-115.868
6080,-115.024
6100,-114.289
6120,-113.698
6140,-113.199
6160,-112.814
6180,-112.438
6200,-112.159
6220,-111.917
6240,-111.651
6260,-111.279
6280,-110.846
6300,-110.328
6320,-109.801
6340,-109.268
6360,-108.763
6380,-108.291
6400,-107.885
6420,-107.526
6440,-107.207
6460,-106.913
6480,-106.659
6500,-106.411
6520,-106.133
6540,-105.784
6560,-105.411
6580,-105.048
6600,-104.689
6620,-104.349
6640,-104.040
6660,-103.774
6680,-103.533
6700,-103.321
6720,-103.113
6740,-102.898
6760,-102.664
6780,-102.414
6800,-102.160
6820,-101.929
6840,-101.716
6860,-101.516
6880,-101.348
6900,-101.177
6920,-101.006
6940,-100.837
6960,-100.674
6980,-100.510
7000,-100.339
7020,-100.165
7040,-100.014
7060,-99.870
7080,-99.756
7100,-99.677
7120,-99.639
7140,-99.684
7160,-99.842
