[32m[Input]: Press enter to start motors or type 'calibrate' to calibrate or 'calibrate sensors'.[0m
[32m[Input]: Press enter to start the flight.[0m
[Flight]: Starting control loop
[Motors]: Initialized Motor Manager!
North reading: Vec3 { x: 0.32612392, y: -0.25404635, z: 1.3257785 }
0.000044543598,-0.000027780035,-0.094599836
0.00007982453,-0.00005542398,-0.11020747
0.00015153794,-0.00010117958,-0.058528226
0.00024630968,-0.0001583701,-0.003601404
0.00032363783,-0.00020596993,0.023848925
0.00036536704,-0.0002377407,0.03754165
0.00042337793,-0.00027694364,-0.015048571
0.0004829738,-0.0003163964,-0.041342773
0.00054828415,-0.0003602238,0.03535019
0.0006321439,-0.00040856353,0.043326303
0.00069121673,-0.000445526,0.047296915
0.0007426028,-0.0004811199,0.04927689
0.0008120714,-0.00052630616,-0.009171976
0.00086754124,-0.0005628056,-0.00802464
0.00093059684,-0.0006030736,-0.03651214
0.0009956292,-0.00064521853,-0.048106264
0.0010512302,-0.00068349816,-0.05390919
0.001131934,-0.0007366594,-0.05546677
0.0012061865,-0.0007837003,0.0031951983
0.0012753027,-0.00082687935,0.00081159314
0.001364017,-0.0008832005,0.06041507
0.0014498072,-0.00094011595,0.18136978
0.0014973376,-0.0009741493,0.24181631
0.0015513982,-0.0010124146,0.24033788
0.0016222924,-0.0010590361,0.18016168
0.001710385,-0.001113848,0.23992385
0.0017612564,-0.0011467584,0.15086766
0.0018176067,-0.0011842896,0.13804987
0.0018979472,-0.0012339387,0.13166326
0.0019401478,-0.0012621579,0.098057
0.0020001426,-0.0013028453,0.05088337
0.0020847216,-0.0013557643,0.027314542
0.0021741628,-0.0014095418,0.04459334
0.0022634147,-0.0014640786,0.025495736
0.0023168228,-0.0014991227,0.015916575
0.002354413,-0.001526973,0.038853906
0.0024039012,-0.001559687,0.021269834
0.0024371317,-0.0015852362,-0.048313156
0.0024759737,-0.0016142973,-0.11216023
0.002516213,-0.001643019,-0.112372875
0.0025671453,-0.0016777861,-0.11246677
0.002607521,-0.0017059996,-0.11252727
0.0026687267,-0.0017476558,-0.08347367
0.0027328772,-0.0017906699,-0.13103844
0.0028065569,-0.0018359593,-0.15481654
0.0028963613,-0.0018897367,-0.16536644
0.002973432,-0.0019374482,-0.17065194
0.0030576645,-0.0019903777,-0.20367801
0.0031266485,-0.0020324138,-0.18981564
0.0031625575,-0.002058579,-0.064017296
0.0032243566,-0.0020982896,-0.061863054
0.0032691099,-0.0021283317,-0.03174077
0.003334191,-0.0021691401,-0.016663216
0.0034035107,-0.0022098275,-0.006470196
0.0034877097,-0.0022632203,-0.03306747
0.0035386316,-0.0022958,-0.078102864
0.0035787812,-0.002322571,-0.1006328
0.0036181803,-0.0023506577,-0.111894675
0.0036637816,-0.0023804575,-0.117503926
0.0037298317,-0.0024238091,-0.09124462
0.003799757,-0.0024585624,-0.07944988
0.0038630466,-0.0024968428,-0.106569976
0.0039486988,-0.0025473295,-0.1808826
0.004006767,-0.002583422,-0.21674149
0.004075751,-0.0026246102,-0.26373067
0.0041525946,-0.0026714832,-0.25683057
0.0042136656,-0.0027139306,-0.2864168
0.004250885,-0.0027403224,-0.33030117
