-0.27738252,-0.0937391,-0.9508686,-0.30084905,-0.05735466,-0.42102346
-0.17972063,-0.045083888,1.0374929,-0.038887993,0.13591518,0.2774806
-0.18020618,-0.044441357,1.038592,-0.12932742,0.163736,0.308729
-0.1798296,-0.04324738,1.0379893,-0.18478513,0.115031995,0.3414848
-0.18088774,-0.04310179,1.0390463,-0.20055354,0.07025068,0.35138136
-0.18156695,-0.042622745,1.0407404,-0.24907842,0.05977761,0.4262694
-0.18190275,-0.041369382,1.0389152,-0.31841922,0.039456535,0.44552594
-0.18339935,-0.042975727,1.0397937,-0.23396538,-0.015531198,0.39739677
-0.18517245,-0.044310413,1.0385199,-0.2603466,-0.09837224,0.31447732
-0.18535705,-0.04561987,1.0384505,-0.16584112,-0.10752265,0.30620056
-0.1831261,-0.046586923,1.0377662,-0.118492804,-0.068756275,0.27517715
-0.18032251,-0.046757724,1.0345144,0.029549342,-0.069907196,0.27306613
-0.18036641,-0.046552744,1.0373069,0.038632,0.019550934,0.26753286
-0.18022737,-0.04544662,1.0374141,-0.07058507,0.08051946,0.29986128
-0.17916758,-0.04411521,1.037441,-0.17266613,0.11921279,0.3917174
-0.18100648,-0.04277565,1.0381063,-0.22704273,0.093748264,0.36497122
-0.18134245,-0.042254295,1.0403786,-0.2882267,0.075477876,0.41453063
-0.18407524,-0.04223965,1.039637,-0.32093284,-0.012685332,0.42007476
-0.17089187,-0.080088116,-0.9586167,0.010636802,0.03789708,-0.27470613
-0.17050393,-0.081319496,-0.9589776,-0.09440104,-0.0105072,-0.3009626
-0.17210136,-0.08419709,-0.958062,-0.20222987,-0.026902406,-0.27589595
-0.17272273,-0.08455739,-0.95919985,-0.2905525,0.012417606,-0.25144634
-0.17128234,-0.0810804,-0.95840853,-0.28712788,0.098729074,-0.25266075
-0.17507161,-0.0807217,-0.9567709,-0.24283147,0.18458287,-0.25393814
-0.1747772,-0.07964811,-0.9575586,-0.11324853,0.21394673,-0.23136745
-0.17021686,-0.078349225,-0.9595911,0.016622398,0.114405334,-0.2622389
-0.17296268,-0.080919355,-0.95620114,0.050176535,0.04239093,-0.2596175
-0.18818828,-0.6313257,0.85446197,-0.3507408,0.30346087,0.3472481
-0.8373242,-0.030730985,0.7837573,0.19025232,0.21010345,0.31006548
-0.16990863,0.6209739,0.7627667,0.030337077,-0.22630934,0.30761766
0.46727714,-0.06766121,0.7978965,-0.52474296,-0.11400746,0.3151781
-0.18658674,-0.7370207,0.7731531,-0.3623152,0.32174397,0.30287784
0.34683698,-0.18107238,0.8773233,-0.6073265,0.048532266,0.3137995
-0.187401,-0.7113659,0.79743016,-0.3688586,0.23955147,0.41636273
-0.22996914,-0.574097,0.88856816,-0.31528896,0.34552166,0.3506399
-0.7798949,-0.033130325,0.83414894,-0.014555732,0.15566988,0.4602175
-0.7560585,-0.032404836,0.84973174,0.2300405,0.1815547,0.3124112
-0.19795477,0.52035195,0.84698427,-0.0034047996,-0.060763717,0.4561056
-0.1473199,0.49923614,0.8602026,-0.0114592,-0.22409493,0.33885443
0.4158525,-0.065562,0.8379348,-0.32054552,-0.08078025,0.46951678
0.46320304,-0.0701622,0.8049827,-0.5387269,-0.08398401,0.31431624
-0.18553841,-0.68831986,0.8130617,-0.3355627,0.19601806,0.45221177
-0.18532614,-0.6879556,0.8129617,-0.3355195,0.19531201,0.4506938
-0.19180436,-0.6210532,0.8609751,-0.32867464,0.32533917,0.33811685
-0.78779477,-0.033541873,0.8256177,-0.014456001,0.12763786,0.4622805
-0.41423798,-0.034483705,1.0052037,-0.23759888,0.16208318,0.57318825
-0.41393214,-0.044065595,1.0111207,-0.22942504,-0.12899573,0.55882996
-0.18931718,-0.27787212,1.0135968,-0.35914674,-0.024049597,0.56554157
0.04522947,-0.05594838,1.012318,-0.062307213,-0.0877472,0.56111825
-0.17819811,-0.27642104,1.0134215,0.064749345,0.0077184,0.54681385
-0.17374595,0.18239164,1.0037719,-0.006073601,0.124752,0.56741107
0.025608614,-0.028352799,1.015702,-0.06651255,0.18708001,0.5646864
0.14102955,-0.052315224,0.982187,-0.13532747,0.21815307,0.5608949
-0.537985,-0.02399171,0.96898675,-0.21693331,-0.11467948,0.5762741
-0.34242237,-0.09639056,1.022914,-0.34346983,-0.034285862,0.5928758
-0.18603456,-0.441949,0.9632086,-0.0033093323,0.006754136,0.59163624
0.1916791,0.14246757,0.93745476,-0.061749868,-0.008947731,0.5380134
-0.012850672,0.17987521,0.99066365,-0.111110955,0.15459254,0.5867735
-0.033140898,0.047729645,1.017695,-0.0999984,0.21077806,0.5585818
-0.1924843,0.18006389,1.0062356,-0.34694657,0.10419414,0.5711126
-0.53562385,-0.053868696,0.9723506,-0.25644803,-0.08577972,0.5915563
-0.12741928,-0.23069794,1.0236355,-0.051804267,-0.12014723,0.566048
