0.04898382,0.21569203,0.9706549,-0.117792,-0.21879089,0.4907898
0.231752,0.34100395,0.8537226,-0.22270933,-0.2776982,0.4506549
0.47579342,0.49707103,0.54098463,-0.3666255,-0.3553829,0.32095143
0.59217167,0.55693084,0.1328279,-0.44264734,-0.3864038,0.14185338
0.50795585,0.44442874,-0.47364214,-0.40721345,-0.33519086,-0.14587308
0.25728986,0.22343975,-0.81021357,-0.26788586,-0.23269443,-0.3152997
-0.16113761,-0.11331277,-0.95570993,-0.031843197,-0.0704,-0.4073765
-0.8865905,-0.47954863,-0.51531416,0.35882446,0.099059746,-0.23960641
-1.0134532,-0.5341696,-0.21422388,0.43978792,0.12429759,-0.09630027
-0.95450926,-0.4893949,0.47483224,0.4213775,0.10407308,0.22162558
-0.72865814,-0.35836926,0.80782557,0.2976661,0.039087463,0.38478988
-0.42474547,-0.14235772,1.0000008,0.14088908,-0.05318985,0.47720897
0.17507248,-0.5198942,0.8535975,-0.21186665,0.15444961,0.551639
0.43328872,-0.33558214,0.7808512,-0.41100037,0.03190185,0.52858496
0.5844557,-0.23024496,0.66055775,-0.5308927,-0.036448013,0.4676583
0.5458476,-0.26301822,0.69802135,-0.5070665,-0.016702402,0.48323238
0.66568744,-0.17640385,0.5611446,-0.5972651,-0.069462396,0.40997985
0.8130609,-0.1279593,-0.099060714,-0.73122114,-0.11367356,0.0073184003
0.7219359,-0.21840683,-0.37985843,-0.6671194,-0.05684959,-0.17452477
0.5089108,-0.4008596,-0.6078055,-0.50648093,0.058556266,-0.3379878
0.07039075,-0.72180825,-0.6746666,-0.17438826,0.26390338,-0.40543038
-0.4229431,-0.97926545,-0.27951014,0.19176105,0.42217276,-0.18404481
-0.48087192,-0.99764216,0.2283401,0.24902612,0.43669423,0.12618823
-0.35232615,-0.91406155,-0.46046612,0.11088262,0.3881744,-0.28653705
-0.5118682,-0.9850376,-0.14998434,0.24276687,0.43560845,-0.107480004
-0.51715404,-0.9649427,0.28343454,0.2620917,0.4255354,0.16537595
-0.4100509,-0.8996322,0.52536136,0.18553971,0.38188112,0.32492796
-0.14222193,-0.74201876,0.76688796,-0.011503466,0.2813899,0.49117914
0.14508486,-0.5739394,0.83571285,-0.22975892,0.16979888,0.5503696
0.27766955,-0.8215106,0.5110871,-0.34077865,0.33266768,0.45907897
0.47571698,-0.70727384,0.44911388,-0.5573285,0.2299232,0.42357594
0.61231387,-0.62917763,0.292569,-0.7024847,0.16095841,0.30795792
0.69659734,-0.559187,0.058606353,-0.7771498,0.11111519,0.11459943
0.668438,-0.57599634,-0.14317355,-0.7404954,0.13165762,-0.076059155
0.38916773,-0.8116864,-0.33684042,-0.45370978,0.33625335,-0.27794987
